"candidate_id","location_city","city_dev_score","sex","prior_experience","university_enrollment","academic_qualification","field_of_study","work_experience_years","employer_size","employer_type","time_since_last_job_change","hours_of_training","target"
18076,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Funded Startup","3",73,"0"
11450,"city_114",0.926,"Male","No relevent experience","no_enrollment","Masters","STEM","19","1000-4999","Public Sector",">4",48,"0"
4779,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","Other","17","","","",73,"0"
28791,"city_114",0.926,"Male","No relevent experience","Part time course","Graduate","STEM","5","10000+","Public Sector",">4",54,"1"
13577,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","50-99","Pvt Ltd","3",18,"1"
10087,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","17","5000-9999","Pvt Ltd",">4",67,"0"
25971,"city_162",0.767,"","Has relevent experience","no_enrollment","Graduate","STEM","18","100-500","Pvt Ltd","never",14,"0"
62,"city_103",0.92,"","No relevent experience","Full time course","Graduate","STEM","3","","","1",49,"0"
31051,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd",">4",25,"0"
5620,"city_21",0.624,"","Has relevent experience","Part time course","Graduate","STEM","4","100-500","Pvt Ltd","1",82,"1"
8608,"city_28",0.939,"Female","Has relevent experience","no_enrollment","Masters","STEM","7","100-500","NGO",">4",77,"1"
21468,"city_21",0.624,"","Has relevent experience","Part time course","Masters","STEM","5","Oct-49","Early Stage Startup","3",6,"1"
20325,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd",">4",15,"0"
27137,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",24,"0"
26540,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","100-500","Pvt Ltd","1",53,"0"
20225,"city_64",0.666,"","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","2",84,"1"
29843,"city_21",0.624,"Female","No relevent experience","no_enrollment","Graduate","STEM","4","","","4",29,"1"
20182,"city_100",0.887,"Male","No relevent experience","no_enrollment","Phd","Business Degree",">20","10000+","Public Sector","",14,"0"
22369,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd","1",30,"0"
25641,"city_21",0.624,"Male","Has relevent experience","Part time course","Graduate","STEM","13","10000+","Pvt Ltd","4",154,"0"
21754,"city_71",0.884,"","No relevent experience","no_enrollment","Graduate","Arts",">20","500-999","","2",54,"0"
24201,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","5","","","never",11,"1"
24320,"city_73",0.754,"Male","No relevent experience","Full time course","Graduate","STEM","6","1000-4999","Pvt Ltd","3",8,"0"
6428,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Graduate","Other","12","50-99","Funded Startup","1",11,"0"
14865,"city_136",0.897,"","No relevent experience","Full time course","Graduate","STEM","2","","","1",29,"1"
29698,"city_21",0.624,"","No relevent experience","Full time course","High School","","3","","","never",280,"1"
27355,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","6","","","2",18,"0"
33192,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","5","","","1",32,"1"
17819,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","5","","","1",69,"0"
6410,"city_160",0.92,"","No relevent experience","no_enrollment","Primary School","","3","50-99","Pvt Ltd","1",336,"0"
3465,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Humanities","3","<10","Pvt Ltd","3",13,"0"
1780,"city_103",0.92,"Male","No relevent experience","no_enrollment","","","5","","","1",41,"0"
1034,"city_104",0.924,"Male","No relevent experience","no_enrollment","High School","","6","","Pvt Ltd","never",20,"0"
29673,"city_71",0.884,"Male","No relevent experience","Part time course","Masters","STEM","3","<10","Public Sector","never",22,"0"
10059,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","1",56,"0"
758,"city_65",0.802,"","Has relevent experience","Full time course","Masters","STEM","16","500-999","Pvt Ltd","4",46,"0"
12564,"city_100",0.887,"","No relevent experience","no_enrollment","Graduate","Other","15","","",">4",12,"0"
19483,"city_136",0.897,"","Has relevent experience","no_enrollment","Masters","STEM","2","50-99","Pvt Ltd","1",45,"0"
8365,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","5","<10","Early Stage Startup","2",144,"1"
31631,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Funded Startup","1",29,"0"
10888,"city_97",0.925,"Male","Has relevent experience","no_enrollment","Masters","Humanities","14","500-999","Public Sector","4",112,"0"
29349,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",">20","10000+","Pvt Ltd","1",22,"0"
32326,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","50-99","Pvt Ltd","4",148,"0"
12900,"city_138",0.836,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","1",5,"0"
4964,"city_97",0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Other","1",112,"0"
27449,"city_16",0.91,"Female","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd",">4",94,"0"
16938,"city_13",0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd","1",114,"0"
19735,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd",">4",17,"0"
24656,"city_160",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","3","10000+","Pvt Ltd","1",26,"0"
14608,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","<1","","","never",30,"0"
569,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","12","500-999","Pvt Ltd",">4",24,"0"
7068,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",17,"0"
21708,"city_73",0.754,"","Has relevent experience","Full time course","Masters","STEM","4","50-99","Pvt Ltd","4",82,"0"
14490,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","NGO",">4",30,"0"
22182,"city_176",0.764,"","Has relevent experience","Part time course","Masters","STEM","3","","","3",43,"1"
19531,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd","1",50,"0"
6858,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","500-999","Pvt Ltd","3",125,"0"
24041,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","7","1000-4999","Pvt Ltd",">4",17,"1"
23591,"city_23",0.899,"Male","Has relevent experience","Part time course","Graduate","STEM",">20","100-500","Pvt Ltd","2",83,"1"
27556,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Funded Startup","2",6,"0"
5740,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","15","<10","Pvt Ltd",">4",45,"0"
14472,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","19","","","",46,"1"
22585,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","2","1000-4999","Pvt Ltd","1",17,"0"
27567,"city_160",0.92,"Male","Has relevent experience","no_enrollment","High School","",">20","<10","Pvt Ltd","3",67,"0"
19292,"city_150",0.698,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","100-500","Public Sector","1",25,"0"
23754,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","<1","","","never",308,"1"
26797,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","2","","","never",42,"1"
30503,"city_21",0.624,"Male","No relevent experience","Part time course","High School","","2","","","never",100,"1"
21294,"city_90",0.698,"","No relevent experience","Part time course","Graduate","STEM","2","<10","Pvt Ltd","1",98,"1"
13121,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","14","<10","Pvt Ltd","",90,"0"
26112,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",143,"0"
8223,"city_84",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd","1",89,"0"
964,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","","","1",64,"1"
16182,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","1",16,"0"
1548,"city_101",0.558,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","<10","Early Stage Startup","never",61,"1"
15151,"city_16",0.91,"","Has relevent experience","no_enrollment","Masters","STEM","<1","1000-4999","Pvt Ltd","1",33,"0"
2078,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd","3",107,"1"
12714,"city_73",0.754,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",134,"0"
783,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Pvt Ltd","1",84,"0"
29386,"city_142",0.727,"Male","No relevent experience","Part time course","Graduate","STEM","4","","","1",44,"1"
26906,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Funded Startup",">4",59,"0"
13912,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","1",27,"0"
5901,"city_158",0.766,"","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Pvt Ltd","2",33,"0"
20124,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","1",28,"0"
24764,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",92,"0"
19192,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","","","1",35,"1"
4156,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","3","","Pvt Ltd","never",28,"0"
31239,"city_114",0.926,"","Has relevent experience","Part time course","Graduate","STEM","19","10000+","Pvt Ltd",">4",41,"0"
4893,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","4","50-99","Pvt Ltd","1",35,"1"
21179,"city_162",0.767,"Male","No relevent experience","no_enrollment","Graduate","STEM","10","","","never",52,"0"
11911,"city_103",0.92,"","Has relevent experience","Part time course","Graduate","STEM","19","1000-4999","Pvt Ltd","1",68,"0"
12615,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Pvt Ltd","1",228,"1"
10183,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","11","500-999","Pvt Ltd","3",122,"0"
14370,"city_103",0.92,"Other","No relevent experience","no_enrollment","","","4","","","1",176,"0"
5792,"city_67",0.855,"Male","Has relevent experience","Full time course","Graduate","STEM","9","<10","Funded Startup","1",3,"0"
8720,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","3",147,"0"
19443,"city_46",0.762,"","No relevent experience","Full time course","Graduate","STEM","5","","","3",49,"0"
15676,"city_10",0.895,"","Has relevent experience","Full time course","Masters","STEM","4","50-99","Funded Startup","2",13,"1"
751,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","500-999","Pvt Ltd","1",37,"0"
3538,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","10000+","Pvt Ltd",">4",86,"0"
17916,"city_73",0.754,"Male","Has relevent experience","Full time course","Graduate","STEM","4","<10","Pvt Ltd","1",15,"0"
31539,"city_98",0.949,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","Oct-49","Pvt Ltd",">4",19,"0"
20061,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","Other","8","","",">4",54,"0"
2720,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","<10","Early Stage Startup","1",4,"0"
6066,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd",">4",96,"0"
9662,"city_36",0.893,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","1",67,"0"
4179,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","Arts","17","10000+","Pvt Ltd","4",59,"0"
29249,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","","","2",214,"0"
13391,"city_144",0.84,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","<10","","never",63,"0"
14834,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","2","<10","Pvt Ltd","1",33,"0"
32114,"city_103",0.92,"Male","No relevent experience","Full time course","Masters","STEM","9","","",">4",55,"1"
26803,"city_26",0.698,"Male","No relevent experience","","Primary School","","1","","","never",34,"0"
3794,"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM",">20","<10","Funded Startup",">4",50,"0"
30176,"city_91",0.691,"Male","Has relevent experience","Full time course","Graduate","STEM","9","500-999","Pvt Ltd","2",96,"0"
25708,"city_114",0.926,"Male","No relevent experience","Full time course","Graduate","STEM","6","50-99","NGO","1",51,"1"
252,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd","1",26,"0"
2731,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","<1","10000+","Pvt Ltd","",38,"1"
12575,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd","1",99,"0"
20879,"city_28",0.939,"","No relevent experience","Part time course","High School","","4","100-500","","never",7,"0"
9541,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","15","","","1",154,"0"
18671,"city_21",0.624,"","No relevent experience","no_enrollment","Primary School","","4","","","never",6,"1"
19581,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","6","100-500","Pvt Ltd","1",242,"0"
1975,"city_70",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","1",109,"0"
26169,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","1",50,"1"
9657,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","Oct-49","Funded Startup","1",22,"0"
25396,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","50-99","Pvt Ltd","1",23,"0"
16121,"city_103",0.92,"","Has relevent experience","Part time course","Graduate","STEM","4","50-99","Pvt Ltd","1",163,"1"
19861,"city_114",0.926,"","No relevent experience","no_enrollment","High School","","5","","","never",48,"0"
13328,"city_21",0.624,"Male","Has relevent experience","","Graduate","STEM","14","10000+","Pvt Ltd","1",78,"1"
543,"city_36",0.893,"Female","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","2",11,"0"
